phylum,class,genus,species,form,sample,image_name,image_url,img_path
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,T_trichiura_CHA_B.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/3/T_trichiura_CHA_B.jpg,./Dataset/Trichuris/T_trichiura_CHA_B.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,egg,feces,Trichuris_trichiura_egg_HE_OR4.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/3/Trichuris_trichiura_egg_HE_OR4.jpg,./Dataset/Trichuris/Trichuris_trichiura_egg_HE_OR4.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,T_trichiura_CHA_C.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/3/T_trichiura_CHA_C.jpg,./Dataset/Trichuris/T_trichiura_CHA_C.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,T_trichiura_tissue_HoustonVA1.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/3/T_trichiura_tissue_HoustonVA1.jpg,./Dataset/Trichuris/T_trichiura_tissue_HoustonVA1.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,T_trichiura_CHA_A.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/3/T_trichiura_CHA_A.jpg,./Dataset/Trichuris/T_trichiura_CHA_A.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,Trichuris_trichiura_adult_Duke.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/4/Trichuris_trichiura_adult_Duke.jpg,./Dataset/Trichuris/Trichuris_trichiura_adult_Duke.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,T_trichiura_adult_HB1.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/4/T_trichiura_adult_HB1.jpg,./Dataset/Trichuris/T_trichiura_adult_HB1.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,T_trichiura_adult_HB2.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/4/T_trichiura_adult_HB2.jpg,./Dataset/Trichuris/T_trichiura_adult_HB2.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestinal tissue,T_trichiura_adult_HB3.jpg,https://www.cdc.gov//dpdx/trichuriasis/images/4/T_trichiura_adult_HB3.jpg,./Dataset/Trichuris/T_trichiura_adult_HB3.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,feces,S_stercoralis_rhabditoid_BAM8.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/1/S_stercoralis_rhabditoid_BAM8.jpg,./Dataset/Strongyloides/S_stercoralis_rhabditoid_BAM8.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,feces,S_stercoralis_rhabditoid_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/1/S_stercoralis_rhabditoid_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_rhabditoid_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,feces,S_stercoralis_rhabditoid_anterior_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/1/S_stercoralis_rhabditoid_anterior_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_rhabditoid_anterior_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,feces,S_stercoralis_rhabditoid_BAM7.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/1/S_stercoralis_rhabditoid_BAM7.jpg,./Dataset/Strongyloides/S_stercoralis_rhabditoid_BAM7.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,feces,S_stercoralis_rhabditoid_BAM10.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/1/S_stercoralis_rhabditoid_BAM10.jpg,./Dataset/Strongyloides/S_stercoralis_rhabditoid_BAM10.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,feces,S_stercoralis_rhabditoid_BAM9.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/1/S_stercoralis_rhabditoid_BAM9.jpg,./Dataset/Strongyloides/S_stercoralis_rhabditoid_BAM9.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,na,S_stercoralis_filariform_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/2/S_stercoralis_filariform_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_filariform_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,sputum,S_stercoralis_filariform_HB1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/2/S_stercoralis_filariform_HB1.jpg,./Dataset/Strongyloides/S_stercoralis_filariform_HB1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,sputum,S_stercoralis_filariform_HB2.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/2/S_stercoralis_filariform_HB2.jpg,./Dataset/Strongyloides/S_stercoralis_filariform_HB2.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,na,S_stercoralis_male_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/3/S_stercoralis_male_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_male_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,na,S_stercoralis_adult_larva_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/3/S_stercoralis_adult_larva_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_adult_larva_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,na,S_stercoralis_adult_larva_BAM2.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/3/S_stercoralis_adult_larva_BAM2.jpg,./Dataset/Strongyloides/S_stercoralis_adult_larva_BAM2.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,na,S_stercoralis_female_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/3/S_stercoralis_female_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_female_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,feces,OLYMPUS DIGITAL CAMERA,https://www.cdc.gov//dpdx/strongyloidiasis/images/3.5/Strongy_A.jpg,./Dataset/Strongyloides/OLYMPUS DIGITAL CAMERA
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,feces,OLYMPUS DIGITAL CAMERA,https://www.cdc.gov//dpdx/strongyloidiasis/images/3.5/Strongy_B.jpg,./Dataset/Strongyloides/OLYMPUS DIGITAL CAMERA
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,feces,Strongy_C,https://www.cdc.gov//dpdx/strongyloidiasis/images/3.5/Strongy_C.jpg,./Dataset/Strongyloides/Strongy_C
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,intestinal tissue,S_stercoralis_HE_200x_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/4/S_stercoralis_HE_200x_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_HE_200x_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,intestinal tissue,Strongyloides_duodenal_biopsy_HE200x.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/4/Strongyloides_duodenal_biopsy_HE200x.jpg,./Dataset/Strongyloides/Strongyloides_duodenal_biopsy_HE200x.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,intestinal tissue,S_stercoralis_HE_1000x_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/4/S_stercoralis_HE_1000x_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_HE_1000x_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,adult,intestinal tissue,S_stercoralis_HE_1000x_BAM3.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/4/S_stercoralis_HE_1000x_BAM3.jpg,./Dataset/Strongyloides/S_stercoralis_HE_1000x_BAM3.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,intestinal tissue,S_stercoralis_intbiopsy_1000x_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/4/S_stercoralis_intbiopsy_1000x_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_intbiopsy_1000x_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides stercoralis,larva,intestinal tissue,S_stercoralis_intbiopsy_400x_BAM1.jpg,https://www.cdc.gov//dpdx/strongyloidiasis/images/4/S_stercoralis_intbiopsy_400x_BAM1.jpg,./Dataset/Strongyloides/S_stercoralis_intbiopsy_400x_BAM1.jpg
Nematoda,Chromadorea,Strongyloides,Strongyloides fuelleborni,egg,feces,Sf,https://www.cdc.gov//dpdx/strongyloidiasis/images/6/Sf.jpg,./Dataset/Strongyloides/Sf
Nematoda,Chromadorea,Strongyloides,Strongyloides fuelleborni,egg,feces,SfA,https://www.cdc.gov//dpdx/strongyloidiasis/images/6/SfA.jpg,./Dataset/Strongyloides/SfA
Nematoda,Chromadorea,Strongyloides,Strongyloides fuelleborni,egg,feces,SfB,https://www.cdc.gov//dpdx/strongyloidiasis/images/6/SfB.jpg,./Dataset/Strongyloides/SfB
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thickA.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thickA.jpg,./Dataset/Plasmodium/Pf_rings_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thickD.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thickD.jpg,./Dataset/Plasmodium/Pf_rings_thickD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thinA.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thinA.jpg,./Dataset/Plasmodium/Pf_rings_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thinD.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thinD.jpg,./Dataset/Plasmodium/Pf_rings_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thickB.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thickB.jpg,./Dataset/Plasmodium/Pf_rings_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thickE.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thickE.jpg,./Dataset/Plasmodium/Pf_rings_thickE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thinB.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thinB.jpg,./Dataset/Plasmodium/Pf_rings_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thinE.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thinE.jpg,./Dataset/Plasmodium/Pf_rings_thinE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thickC.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thickC.jpg,./Dataset/Plasmodium/Pf_rings_thickC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thickF.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thickF.jpg,./Dataset/Plasmodium/Pf_rings_thickF.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thinC.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thinC.jpg,./Dataset/Plasmodium/Pf_rings_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,rings,blood,Pf_rings_thinF_AZPHL.jpg,https://www.cdc.gov//dpdx/malaria/images/1/Pf_rings_thinF_AZPHL.jpg,./Dataset/Plasmodium/Pf_rings_thinF_AZPHL.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_MaurersA.jpg,https://www.cdc.gov//dpdx/malaria/images/2/Pf_MaurersA.jpg,./Dataset/Plasmodium/Pf_MaurersA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_MaurersE.jpg,https://www.cdc.gov//dpdx/malaria/images/2/Pf_MaurersE.jpg,./Dataset/Plasmodium/Pf_MaurersE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_MaurersB.jpg,https://www.cdc.gov//dpdx/malaria/images/2/Pf_MaurersB.jpg,./Dataset/Plasmodium/Pf_MaurersB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_MaurersF.jpg,https://www.cdc.gov//dpdx/malaria/images/2/Pf_MaurersF.jpg,./Dataset/Plasmodium/Pf_MaurersF.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_MaurersC.jpg,https://www.cdc.gov//dpdx/malaria/images/2/Pf_MaurersC.jpg,./Dataset/Plasmodium/Pf_MaurersC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_MaurersD.jpg,https://www.cdc.gov//dpdx/malaria/images/2/Pf_MaurersD.jpg,./Dataset/Plasmodium/Pf_MaurersD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_troph_thickA.jpg,https://www.cdc.gov//dpdx/malaria/images/3/Pf_troph_thickA.jpg,./Dataset/Plasmodium/Pf_troph_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_troph_thinD.jpg,https://www.cdc.gov//dpdx/malaria/images/3/Pf_troph_thinD.jpg,./Dataset/Plasmodium/Pf_troph_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_troph_thinA.jpg,https://www.cdc.gov//dpdx/malaria/images/3/Pf_troph_thinA.jpg,./Dataset/Plasmodium/Pf_troph_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_troph_thinE.jpg,https://www.cdc.gov//dpdx/malaria/images/3/Pf_troph_thinE.jpg,./Dataset/Plasmodium/Pf_troph_thinE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_troph_thinB.jpg,https://www.cdc.gov//dpdx/malaria/images/3/Pf_troph_thinB.jpg,./Dataset/Plasmodium/Pf_troph_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,Pf_troph_thinC.jpg,https://www.cdc.gov//dpdx/malaria/images/3/Pf_troph_thinC.jpg,./Dataset/Plasmodium/Pf_troph_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thickA.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thickA.jpg,./Dataset/Plasmodium/Pf_gametocyte_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thinB.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinB.jpg,./Dataset/Plasmodium/Pf_gametocyte_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thinF.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinF.jpg,./Dataset/Plasmodium/Pf_gametocyte_thinF.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thickB.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thickB.jpg,./Dataset/Plasmodium/Pf_gametocyte_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thinC.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinC.jpg,./Dataset/Plasmodium/Pf_gametocyte_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thickC.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thickC.jpg,./Dataset/Plasmodium/Pf_gametocyte_thickC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thinD.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinD.jpg,./Dataset/Plasmodium/Pf_gametocyte_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thinA.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinA.jpg,./Dataset/Plasmodium/Pf_gametocyte_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,Pf_gametocyte_thinE.jpg,https://www.cdc.gov//dpdx/malaria/images/4/Pf_gametocyte_thinE.jpg,./Dataset/Plasmodium/Pf_gametocyte_thinE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,schizont,blood,Pf_schizont_thinA.jpg,https://www.cdc.gov//dpdx/malaria/images/5/Pf_schizont_thinA.jpg,./Dataset/Plasmodium/Pf_schizont_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,schizont,blood,Pf_schizont_thinB.jpg,https://www.cdc.gov//dpdx/malaria/images/5/Pf_schizont_thinB.jpg,./Dataset/Plasmodium/Pf_schizont_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,schizont,blood,Pf_schizont_thinC.jpg,https://www.cdc.gov//dpdx/malaria/images/5/Pf_schizont_thinC.jpg,./Dataset/Plasmodium/Pf_schizont_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,Pk_rings_thin_NY1.jpg,https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY1.jpg,./Dataset/Plasmodium/Pk_rings_thin_NY1.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,Pk_rings_thin_NY5.jpg,https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY5.jpg,./Dataset/Plasmodium/Pk_rings_thin_NY5.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,Pk_rings_thin_NY2.jpg,https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY2.jpg,./Dataset/Plasmodium/Pk_rings_thin_NY2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,Pk_rings_thin_NY6.jpg,https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY6.jpg,./Dataset/Plasmodium/Pk_rings_thin_NY6.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,Pk_rings_thin_NY3.jpg,https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY3.jpg,./Dataset/Plasmodium/Pk_rings_thin_NY3.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,Pk_rings_thin_NY4.jpg,https://www.cdc.gov//dpdx/malaria/images/6/Pk_rings_thin_NY4.jpg,./Dataset/Plasmodium/Pk_rings_thin_NY4.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,Pk_troph_thin_NY1.jpg,https://www.cdc.gov//dpdx/malaria/images/7/Pk_troph_thin_NY1.jpg,./Dataset/Plasmodium/Pk_troph_thin_NY1.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,Pk_troph_thin_NY2.jpg,https://www.cdc.gov//dpdx/malaria/images/7/Pk_troph_thin_NY2.jpg,./Dataset/Plasmodium/Pk_troph_thin_NY2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,gametocyte,blood,Pk_gametocyte_thin_NY1.jpg,https://www.cdc.gov//dpdx/malaria/images/8/Pk_gametocyte_thin_NY1.jpg,./Dataset/Plasmodium/Pk_gametocyte_thin_NY1.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,gametocyte,blood,Pk_gametocyte_thin_NY2.jpg,https://www.cdc.gov//dpdx/malaria/images/8/Pk_gametocyte_thin_NY2.jpg,./Dataset/Plasmodium/Pk_gametocyte_thin_NY2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,schizont,blood,Pk_schizont_thin_NY1.jpg,https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY1.jpg,./Dataset/Plasmodium/Pk_schizont_thin_NY1.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,schizont,blood,Pk_schizont_thin_NY5.jpg,https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY5.jpg,./Dataset/Plasmodium/Pk_schizont_thin_NY5.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,schizont,blood,Pk_schizont_thin_NY2.jpg,https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY2.jpg,./Dataset/Plasmodium/Pk_schizont_thin_NY2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,schizont,blood,Pk_schizont_thin_NY3.jpg,https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY3.jpg,./Dataset/Plasmodium/Pk_schizont_thin_NY3.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,schizont,blood,Pk_schizont_thin_NY4.jpg,https://www.cdc.gov//dpdx/malaria/images/9/Pk_schizont_thin_NY4.jpg,./Dataset/Plasmodium/Pk_schizont_thin_NY4.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_ring_thickA.jpg,https://www.cdc.gov//dpdx/malaria/images/10/Pm_ring_thickA.jpg,./Dataset/Plasmodium/Pm_ring_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_ring_thinA.jpg,https://www.cdc.gov//dpdx/malaria/images/10/Pm_ring_thinA.jpg,./Dataset/Plasmodium/Pm_ring_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_ring_thinB.jpg,https://www.cdc.gov//dpdx/malaria/images/10/Pm_ring_thinB.jpg,./Dataset/Plasmodium/Pm_ring_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_ring_thinC.jpg,https://www.cdc.gov//dpdx/malaria/images/10/Pm_ring_thinC.jpg,./Dataset/Plasmodium/Pm_ring_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_troph_thickA.jpg,https://www.cdc.gov//dpdx/malaria/images/11/Pm_troph_thickA.jpg,./Dataset/Plasmodium/Pm_troph_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_troph_thickB.jpg,https://www.cdc.gov//dpdx/malaria/images/11/Pm_troph_thickB.jpg,./Dataset/Plasmodium/Pm_troph_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_bandA.jpg,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandA.jpg,./Dataset/Plasmodium/Pm_bandA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_bandE.jpg,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandE.jpg,./Dataset/Plasmodium/Pm_bandE.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_bandB.jpg,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandB.jpg,./Dataset/Plasmodium/Pm_bandB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_bandC.jpg,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandC.jpg,./Dataset/Plasmodium/Pm_bandC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_bandD.jpg,https://www.cdc.gov//dpdx/malaria/images/12/Pm_bandD.jpg,./Dataset/Plasmodium/Pm_bandD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_basketA.jpg,https://www.cdc.gov//dpdx/malaria/images/13/Pm_basketA.jpg,./Dataset/Plasmodium/Pm_basketA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_basketB.jpg,https://www.cdc.gov//dpdx/malaria/images/13/Pm_basketB.jpg,./Dataset/Plasmodium/Pm_basketB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,Pm_basketC.jpg,https://www.cdc.gov//dpdx/malaria/images/13/Pm_basketC.jpg,./Dataset/Plasmodium/Pm_basketC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,gametocyte,blood,Pm_gametocyte_thickA.jpg,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thickA.jpg,./Dataset/Plasmodium/Pm_gametocyte_thickA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,gametocyte,blood,Pm_gametocyte_thinC.jpg,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thinC.jpg,./Dataset/Plasmodium/Pm_gametocyte_thinC.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,gametocyte,blood,Pm_gametocyte_thickB.jpg,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thickB.jpg,./Dataset/Plasmodium/Pm_gametocyte_thickB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,gametocyte,blood,Pm_gametocyte_thinD.jpg,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thinD.jpg,./Dataset/Plasmodium/Pm_gametocyte_thinD.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,gametocyte,blood,Pm_gametocyte_thinA.jpg,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thinA.jpg,./Dataset/Plasmodium/Pm_gametocyte_thinA.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,gametocyte,blood,Pm_gametocyte_thinB.jpg,https://www.cdc.gov//dpdx/malaria/images/14/Pm_gametocyte_thinB.jpg,./Dataset/Plasmodium/Pm_gametocyte_thinB.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,Pm_schizont_thickA.jpg,https://www.cdc.gov//dpdx/malaria/images/15/Pm_schizont_thickA.jpg,./Dataset/Plasmodium/Pm_schizont_thickA.jpg
